SampleID,histological_type,ANKS4B,MIA2,LRRC31,CLRN3,ARMC3,MS4A8B,TM4SF4,FOXA2,C10orf108,TOX3,ARHGEF38,VIL1,SERPINA4,EPS8L3,cg08839858,C1orf194,LOC285419,CCDC33,CCL15,CCDC108,C9orf171,ABCC6P1,FREM2,C2orf70,IYD,SLC6A20,RNF186,C4BPB,HGD,PCDP1,CDHR2,GJB1,CDHR5,PROM1,AQP2,SLC30A2,PPP1R9A,LOC100130933,TDGF1,DCDC2,GAL3ST1,BNC1,DNALI1,CLCA2,SLC3A1,PLCH1,HNF1A,SERPINB13,TP63,DSG3,GBP6,CALML3,DSC3,DNAH7,MIMAT0000266,CSTA,MIMAT0019731,GPR87,SOX15,GM2A,PLEKHB1,histological_type_y,PKP1,cg23889391,cg19691563,MIMAT0000728,cg17776267,cg25563233,cg09698548,cg03585419,cg08211306,MIMAT0000253,cg04006554,MIMAT0000088,MIMAT0000087,cg15961842,cg08345372,cg25379026,cg04076503,cg18115627,cg01814098,cg08273666,cg26082557,cg05963618,cg17900854,cg14114673,cg09644722,cg08967106,cg26058289,cg19908577
TCGA-VS-A9V2-01,0,0.0,0.1334475320390813,0.201417848206839,0.0,0.0596095937196348,0.058910218013444,0.0465074384879828,0.244197152245345,0.1094050702701578,0.2082135927099452,0.0,0.0478130691113374,0.0816543606705021,0.2265422414423788,0.4531,0.0,0.0988150487217517,0.0,0.0,0.0,0.0,0.0,0.1881522684447021,0.0764985492931662,0.1358704723752295,0.2996806361207065,0.0943787353949423,0.1842575149479892,0.3766620703240421,0.062061781321367,0.0,0.31079786057712,0.1133593289206369,0.4627921704506577,0.0,0.1288730361250547,0.3338131797824696,0.1470750786497746,0.0969925574789497,0.2074721707292329,0.0,0.8486394003584814,0.2977977499442266,0.8971303613400813,0.050960233581445,0.259134679908737,0.3095310545356188,0.8929750179375122,0.8818362268175624,0.9032844305540708,0.8773345893905982,0.7343484332365368,0.9498991841258396,0.2198708448020326,0.7808322401184022,0.7087511628418024,0.5182301239453585,0.8780972677248005,0.5918224409635133,0.768754243041412,0.2330498614372448,1,0.8536319306014584,0.5823,0.4535,0.3555943925035069,0.2932,0.0787,0.1692,0.3181,0.3411,0.3517149493478846,0.2659,0.2529408684959711,0.3726964592863353,0.5184,0.5513,0.5496,0.515,0.4852,0.0219,0.0474,0.5548,0.3666,0.5188,0.0154,0.1356,0.4374,0.7011,0.3736
TCGA-VS-A952-01,1,0.8867151040427519,1.0,0.990146827782842,0.8493727639146778,0.2593344429158289,0.6815653612481817,0.6339378199450558,0.6718335158817086,0.8657116999032549,0.7739706400085149,0.9973584206135878,0.7485646819149921,0.5727296019379032,0.8020387094676433,0.0132,0.1979227004893638,0.7664386074031545,0.7877059639389736,0.5832472872851113,0.6449350547011465,0.0944147654886678,0.7779372463624666,0.9211661110305842,0.6360886474473733,0.8994864846289041,0.7194323144104804,0.4795484322558644,0.7513801294127284,0.9364309399520668,0.2264513802636324,0.6503348668763375,0.8402722604001999,0.7723146995215938,0.9045182235745428,0.572794701713484,0.8518677184126955,0.9122580774152272,0.7360237224725789,0.3347474430743976,0.8896051794261681,0.5205425323690763,0.0,0.7332440959938807,0.1633199552171379,0.8204712752395443,0.8003539793316332,0.903923093394642,0.0,0.1940362623689044,0.0,0.0,0.1575001898930172,0.1228885417083951,0.5524878255346178,0.0499634185692763,0.2534299255048748,0.0512212334973374,0.2215798848563886,0.301736784818513,0.0,0.6845952063633094,0,0.0919751443097481,0.0131,0.0188,0.899162318717522,0.012,0.0201,0.5002,0.0138,0.0139,0.8625099124105631,0.0114,0.6501220853396692,0.772293292036655,0.0218,0.0094,0.0156,0.4237,0.0128,0.0152,0.0133,0.0133,0.0144,0.0221,0.0181,0.0145,0.0153,0.9917,0.0112
TCGA-EA-A3HT-01,0,0.0,0.0,0.0,0.1004392916987455,0.2397852669251416,0.0,0.0275096452644378,0.0321139101861993,0.1153554078373851,0.0,0.0566163067321654,0.0282819396857733,0.0,0.0297921459286776,0.017,0.0,0.0,0.0730651872399445,0.0,0.0,0.0,0.0814733247550232,0.0332022756921292,0.0,0.1567645586026098,0.0903425014664667,0.0,0.0539356212630027,0.0540480646114448,0.0,0.0570529982065344,0.2157114891595475,0.0908398322301592,0.0939312985434242,0.0,0.0613259822867094,0.0366382757517594,0.0957826715415356,0.0607298650754858,0.2533731750730893,0.118577874162631,0.9054831350822876,0.3739442904037989,0.9043912084170828,0.1313155405683266,0.2026825258354583,0.1507815757739684,0.8841823755788925,0.9095736801564258,0.8992850090867358,0.8198771062153425,0.8353715183845656,0.8849897848816249,0.2287105653186534,0.8051248598690641,0.8758634329287499,0.5704406943949247,0.9240990489519388,0.791623680848043,0.6999533265444671,0.3619343783715174,1,0.8629885266445467,0.0168,0.165,0.3680735387127805,0.1457,0.0235,0.2577,0.0224,0.2839,0.4779954103424699,0.0143,0.3657924400039214,0.3583972786666418,0.0206,0.3816,0.0172,0.0217,0.0179,0.2079,0.0186,0.0129,0.0176,0.0233,0.0169,0.035,0.0165,0.6265,0.0155
TCGA-VS-A9UY-01,0,0.0851100821727274,0.0683542697627204,0.0,0.0487930800235496,0.0,0.0,0.0404350502154234,0.1306462212486309,0.0,0.0761509427783099,0.0832174745883152,0.041570207117943,0.132485500663825,0.1212007901218511,0.6301,0.0,0.0,0.0597725381414701,0.0,0.0,0.0,0.0,0.0,0.0,0.0528930650878278,0.1542886006647982,0.0483425166466249,0.0441231878122696,0.0763403263403263,0.0931627869706318,0.0,0.0761821294301697,0.0,0.1085334517422858,0.0,0.0866200396733006,0.2207693538067818,0.0,0.2036686925325783,0.0,0.0495024029846631,0.9674515235457064,0.2055645855244287,0.8563740285588953,0.1972858494057655,0.1250671050865655,0.2746503476800667,0.8970060661404996,0.9044631747348464,0.9346258088452613,0.8830368039051962,0.8757047952368989,0.942054240275608,0.1806478932881643,0.8118387839025076,0.6597909448501675,0.515481947061324,0.7870002226533923,0.6043916520751502,0.5894857433808556,0.1388800744642592,1,0.8952593679590154,0.7033,0.6653,0.323885265538848,0.546,0.916,0.5163,0.3682,0.5305,0.0705663956724309,0.3637,0.0376067157145386,0.1800434320447717,0.4883,0.5866,0.7405,0.4469,0.0124,0.0172,0.1188,0.5976,0.8018,0.8038,0.7668,0.0169,0.7103,0.4296,0.6324
TCGA-C5-A7CG-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338372389773767,0.0,0.1113815810005305,0.0369087678792195,0.0,0.1624224465228262,0.0,0.0870353360050073,0.4051,0.1301308299211025,0.0,0.0,0.1180189482455663,0.0592059468617433,0.0849936300277281,0.1324730278135207,0.0408392520655167,0.0556577566516451,0.0,0.149506289513133,0.0,0.0650258006388729,0.0878804294297252,0.0,0.0687841689843093,0.1230987230626837,0.0650353889507831,0.0779388107179513,0.0,0.0,0.2616362763915547,0.1384873735226596,0.0987448238972249,0.0732184194265371,0.0,0.8769594264298518,0.3426713834974662,0.717828685911076,0.1071678249784101,0.5523671319286001,0.4389221354430807,0.6084795512360577,0.8131851039876755,0.8300937600221351,0.9579577650744714,0.7795371284670083,0.8693065737291191,0.3841837814948126,0.7711018873670255,0.7333264966781182,0.3600224094896128,0.7655459779255066,0.6074677014812362,0.6245544806517314,0.4355312982589749,1,0.7784285333973988,0.5814,0.4765,0.3016507860018435,0.6765,0.0235,0.5548,0.2934,0.3107,0.8362658425786857,0.4792,0.2599386959967937,0.3539899343357766,0.029,0.3734,0.4286,0.0187,0.0198,0.0194,0.531,0.0154,0.5543,0.5532,0.0301,0.0309,0.014,0.652,0.5052
TCGA-XS-A8TJ-01,0,0.1235427609304368,0.0,0.0,0.0749603731715049,0.0454383652578817,0.0,0.0354510380856589,0.0725169769989047,0.1616681750564345,0.0677588648998272,0.0729601136960484,0.0858412816001481,0.0,0.1760215901608694,0.4428,0.1552082293019075,0.0753233497599795,0.1234285714285714,0.074959694219517,0.0620296555075452,0.0505636622522937,0.0,0.1407903319321641,0.0,0.0,0.1099931564883008,0.0,0.0677860594643296,0.091303063134049,0.0,0.0,0.1961847504689202,0.2509502588636215,0.2918610830051609,0.1603206206092617,0.1447330433891801,0.1732345649392194,0.1841786412720007,0.0763250361981352,0.1876896402254009,0.1240638467970925,0.9279941339416654,0.287838225451764,0.892822302389074,0.1110416580992721,0.1916605153670648,0.1795652026912803,0.8869349683647512,0.8934496652248622,0.8917389308464813,0.9379393524168398,0.9161315578823132,0.8959793828199069,0.1177641329663349,0.7678598783478416,0.8648979262959736,0.4622338248376687,0.9067400362606952,0.8115091571624626,0.6044424643584521,0.3164413699731336,1,0.8719620281931575,0.5445,0.3609,0.2428303134805186,0.0266,0.0365,0.4781,0.0164,0.349,0.3301379822620085,0.3396,0.3061279692463132,0.4235751661360289,0.3272,0.2676,0.5617,0.5741,0.0258,0.2348,0.0181,0.3141,0.5417,0.383,0.5972,0.1213,0.231,0.7031,0.4965
TCGA-EK-A2RC-01,0,0.1217034827327464,0.138891003679736,0.2876428031111197,0.0991440605045061,0.1474269551581155,0.5546364699506546,0.1925900349781574,0.5291128148959474,0.2091148352734346,0.4263912427643914,0.3105323323137764,0.0844676976263234,0.1661270662039301,0.6227412025784635,0.5116,0.0,0.2443902205636094,0.2230457697642164,0.0419451841385432,0.2012581920384549,0.1999636001584463,0.1645550826487182,0.1821097260472532,0.1004012593369961,0.0798452580832032,0.6201117773577527,0.2722957086706032,0.3579654353345892,0.61369381791917,0.1332184783044192,0.1152323274330916,0.48973289976984,0.0379366275640605,0.7216637428390487,0.0,0.1739478659303202,0.5648092610364683,0.3855114361023723,0.2798369469985521,0.4562709238303406,0.3063782472455271,0.8626772038455272,0.5619084042451477,0.8387096774193549,0.1653328946827322,0.4121929942289625,0.3422817279192164,0.6647772487117605,0.8628088522841737,0.8914182225212703,0.7864988117412808,0.9119363829178084,0.9107479069022154,0.3692674147787423,0.913399615335579,0.7154755015785349,0.6049443786448161,0.9704666178949714,0.6497089584023472,0.5579175152749489,0.5034376256055508,1,0.89520092981579,0.5406,0.5676,0.7093230251717024,0.5301,0.7344,0.4534,0.5297,0.3599,0.5689305162510214,0.0414,0.4948888398814606,0.4928101349582199,0.4562,0.4811,0.6212,0.5528,0.0761,0.2745,0.3664,0.5792,0.6086,0.0932,0.0156,0.0171,0.0153,0.5688,0.0122
TCGA-EA-A6QX-01,0,0.0439230614373821,0.0,0.0465504199235797,0.0,0.0,0.0456373541743917,0.0,0.0,0.0,0.0687331646730364,0.0,0.1054650121924869,0.0,0.0,0.5545,0.0,0.1797362167679377,0.0,0.0,0.0,0.0513880116051259,0.0593883005048005,0.1020981301637918,0.0,0.0,0.2204751352408264,0.0,0.0923089524121549,0.1121753833021438,0.0480788493128731,0.0,0.4361326573237556,0.0,0.0611092104209583,0.1972311913923476,0.0781824785568604,0.2185900511836212,0.0510160700620695,0.1260432902029862,0.1167768770347416,0.2564623287356533,0.7284829721362229,0.1637983236128374,0.7880932583460458,0.0690463461775712,0.5999949671185075,0.3921290191703012,0.5581827669427956,0.7428156662914025,0.7346232934858479,0.6344159690553165,0.771713536158552,0.8463459253027815,0.1446855811983908,0.7910388065550684,0.6648085614456597,0.6450243819487617,0.8319284964534496,0.6879655482466518,0.6977469450101832,0.5955342599056503,1,0.7756170093955548,0.0182,0.4305,0.5071411255605025,0.594,0.0239,0.3748,0.5822,0.0243,0.6702917805667699,0.0191,0.4677402119066713,0.486134877706164,0.6749,0.0174,0.6875,0.6389,0.0194,0.0206,0.0229,0.0213,0.7349,0.4434,0.0176,0.0223,0.0239,0.5677,0.5863
TCGA-VS-A8QM-01,0,0.1068702988598305,0.0,0.0,0.0454146098455685,0.0,0.0829839223404356,0.0,0.2262431544359255,0.1687316002455034,0.2635685571357224,0.0774554330027497,0.0,0.0389288736713794,0.114844048480316,0.2694,0.0,0.0,0.1295866851595007,0.079053674619133,0.0,0.0934405344353207,0.0,0.2426800985650094,0.0619050558676461,0.114672008012018,0.3193149970670664,0.0,0.0714882463756245,0.2409304310712761,0.1415120798108898,0.0434417210337985,0.3177436132657323,0.183916049544531,0.4370382232833734,0.1457441431032526,0.1315738007208247,0.4268234165067178,0.2386170393674007,0.2182309487139286,0.2554205978105488,0.2958198175018148,0.8151376894248005,0.4089460432801096,0.8681000674361812,0.0960562569395895,0.3254009528922292,0.3299185177671838,0.8336181592851086,0.8544765064881199,0.8852367267627952,0.7800472448812098,0.8444045831410059,0.8735528582301807,0.3338238407791658,0.6914764301462621,0.771540957668896,0.4229099908432614,0.8523092337542543,0.762566844919786,0.6368593007467755,0.4799031118444712,1,0.8544370783525638,0.0135,0.1462,0.4601245604844362,0.2202,0.0279,0.1738,0.3184,0.0178,0.4851850497910426,0.0135,0.4735371072546539,0.6064633880563635,0.0715,0.0275,0.0348,0.2746,0.0407,0.2749,0.0148,0.1485,0.0176,0.0352,0.0309,0.0197,0.018,0.7265,0.0222
TCGA-BI-A0VR-01,0,0.043758349956992,0.0,0.0,0.0433132557402291,0.0,0.0,0.0,0.0,0.0870392909527821,0.0391521135755164,0.0,0.0,0.0,0.0388720441557808,0.0233,0.0477579147108758,0.0762642935744701,0.0,0.0,0.0,0.0511953065616067,0.19398940908641,0.0433214958689665,0.0,0.0469527821143479,0.1553803037215668,0.0,0.0391678270128593,0.0922223316589513,0.0,0.0414316533672965,0.068531972577382,0.0,0.1388296439724262,0.0863137914315483,0.1460182348175121,0.3435100767754318,0.0508247597993367,0.0441017790115373,0.1866013704820666,0.1605818622901408,0.9644207267394492,0.2778787009593013,0.75383829720369,0.0688160546119998,0.2109532277546638,0.2071767476980986,0.8792250994716587,0.8500474017894176,0.883538859158738,0.7998087367346793,0.768535019193802,0.950286423907383,0.2553567647681559,0.7800232347416249,0.745896175623906,0.5374347222876722,0.8767613473710997,0.8262931238464815,0.6992320095044129,0.2596623722789871,1,0.857430409911109,0.2694,0.1078,0.3249122822453186,0.2099,0.0221,0.0313,0.2849,0.0193,0.5367223481927992,0.1567,0.5209889867640829,0.3715598825815958,0.1018,0.2896,0.2706,0.4558,0.0847,0.0964,0.472,0.2641,0.1827,0.2014,0.0146,0.1873,0.0174,0.5828,0.0172
TCGA-EX-A8YF-01,0,0.2005453780128475,0.8214186017002919,0.0892216381868611,0.1109822924686382,0.7815341100410802,0.208372552934577,0.0399396514193926,0.6322541073384447,0.6558686764659988,0.5882641907990076,0.7181388451200296,0.0410609007006821,0.2407937949828803,0.7511522610328487,0.0137,0.4788774593029062,0.0,0.2083994452149792,0.1850805209861783,0.2878344124715987,0.5004121746764161,0.4391022468573691,0.5696840121756777,0.5312179764182974,0.5153514585603897,0.1895000977644528,0.6490747886641419,0.5116471455483659,0.7515266423717127,0.6772607075603991,0.0,0.7125785287781864,0.566772068942919,0.6305349512654956,0.1523876332050713,0.1375713607197072,0.8376019673704415,0.1996216308137063,0.188451642058083,0.3111621429691318,0.4148479641252308,0.1895062734234968,0.3166650731427478,0.1926907036278046,0.1007772340338035,0.686342437256744,0.3728798277941192,0.1517187398082317,0.4133806363690229,0.6255195789288341,0.2038880681696533,0.1971323232972439,0.3354698286797794,0.6520537793775143,0.2087797060375572,0.2247306235762055,0.1355987308513501,0.1849613537326251,0.5419999053523259,0.653979972844535,0.8908844746250344,1,0.6868040179470031,0.0093,0.0485,0.716364437056568,0.0196,0.0187,0.0144,0.0207,0.0135,0.3770815504673419,0.0137,0.6839853649728058,0.852599383317237,0.0289,0.0163,0.0241,0.0176,0.0135,0.0153,0.0128,0.0136,0.0143,0.0388,0.0173,0.0106,0.0411,0.993,0.0119
TCGA-C5-A2M2-01,1,0.8043044600208635,0.867389925136404,0.9977791570494792,0.8380417553552828,0.9379852419114324,1.0,0.6764820680647922,0.8487973713033954,0.7928200647047197,0.8525368637372175,0.9698458306299624,0.1452989474334043,0.7225366656573421,0.8067452995065804,0.0156,0.8041845600719066,0.8427507455783615,0.7589680998613039,0.1113164139630092,0.7389054517277157,0.7811941289196741,0.2999727803622686,0.8542361211769821,0.7336378788814124,0.6304358498532112,0.7328667796389232,0.4828418615503346,0.7192071422720943,0.8629715355067467,0.6709002764533837,0.5056186589729593,0.7783502199215326,0.720484632020447,1.0,0.5089903751921351,0.5074364156197323,0.9005818138195777,0.9155152623076268,0.5947468897271077,0.8717132870357561,0.7144905029267709,0.0340475802509369,0.9053924849411988,0.1390887604182352,0.8244191306493399,1.0,0.892382594583629,0.0656056356402061,0.1750088878355158,0.1965564729630305,0.0877099078653449,0.1303834670374936,0.0133397428193726,0.9145140800338768,0.4844765446354449,0.250924779700994,0.1030921102078415,0.4231368682209994,0.2218920070039278,0.3160641547861507,0.7838738338516213,0,0.0406989201929757,0.0127,0.0183,0.923511589356194,0.0135,0.0183,0.77,0.0125,0.0182,0.8120722371702735,0.0141,0.4595933662814282,0.4743006461059624,0.0182,0.0162,0.019,0.0167,0.0145,0.0172,0.0179,0.0141,0.0197,0.0168,0.0133,0.0144,0.0133,0.9914,0.0134
TCGA-EK-A2RL-01,1,0.8406507933602972,0.6422027661464281,0.9206703260468996,0.7187808523164712,0.8306860490845944,0.7288475617292755,0.7966763244411752,0.70242278203724,0.8301969228848735,0.8634342838896667,0.7984521271665586,0.5207889619409205,0.6763639469250537,0.8300343849324089,0.019,0.7365325077399382,0.7443344018627498,0.6762829403606103,0.5024455192652574,0.6040109796298971,0.4908518633507125,0.6077031574779769,0.7596028409914481,0.4748070868572133,0.7200506642316415,0.7369240044319885,0.5487283952833066,0.8539274305839953,0.8601234446304868,0.4802476060739613,0.0827506736325908,0.7845669962076844,0.6840143521855954,0.8142847783835722,0.5963460804439997,0.1879545899028656,0.8966830614203455,0.8669543406172945,0.608977137534469,0.1936290106890223,0.7980482067210055,0.0,0.8646221754788538,0.1753078821765518,0.4150018505572233,0.8185059052476177,0.8486549233075249,0.1068358228426064,0.4259421105646738,0.1458279619929192,0.0217098079516988,0.3073228590292669,0.1726955894724192,0.7137941986025831,0.4424326268658994,0.344933672236099,0.0861690530467325,0.3841407169439231,0.1034593724859211,0.0248005770536321,0.7503860717987774,0,0.3597257303144621,0.014,0.0169,0.9235919782285412,0.016,0.0208,0.0132,0.3462,0.0171,0.7768046904046535,0.0136,0.8145927396665464,0.8079739027049924,0.0226,0.0144,0.0165,0.0128,0.0184,0.0201,0.0183,0.0112,0.0188,0.0252,0.0138,0.0132,0.0177,0.9885,0.013
TCGA-C5-A2LS-01,1,0.1669350853754506,0.5963583301611471,0.7720775064491727,0.4074362574158779,0.9733507787922228,0.9191172975080104,0.4748022157837059,0.6649112814895948,0.8011318124603397,0.7230450552239662,0.7861402045293046,0.5227181529153934,0.3951117632900877,0.8323104561084061,0.018,0.8333566363727155,0.5551409023491699,0.9407933425797504,0.6077930547252867,0.9885212960166008,0.9086471035361376,0.5235821043254479,0.8775184809392667,0.7060929687017717,0.5786719294628218,0.7154810011079971,0.6324550855214746,0.7498075190433288,0.8606405331757444,0.8874954926078771,0.225673415988702,0.8890071996658175,0.582516875286716,0.8781964957744017,0.5504502924579882,0.7508963744563548,0.931641874600128,0.9508013774338916,0.5612601562283849,0.8166449934980493,0.6781930290471683,0.0721280756069741,0.920522994550148,0.1828502589418412,0.6713410371345149,0.9128975976379008,0.8052202725090439,0.3470549866284,0.3321976654618711,0.2375002358149449,0.1522755332890858,0.3320965941957008,0.1307735448463726,0.8613593055261487,0.4722417664539105,0.5092404720222095,0.1870178931727181,0.65419542606317,0.1186597889356868,0.0336897488119485,0.7706627742167502,0,0.2483686018349577,0.0146,0.0265,0.7393760633297768,0.0178,0.0204,0.0129,0.0169,0.0221,0.7381441324910554,0.0172,0.700823027097955,0.7249872177432184,0.0212,0.0164,0.0171,0.0159,0.0198,0.0212,0.0162,0.0128,0.0203,0.0211,0.0193,0.0165,0.0174,0.9899,0.0212
TCGA-EA-A97N-01,0,0.235116487619187,0.199543205177008,0.0,0.0,0.0,0.0,0.2425427469112636,0.1377962760131434,0.136358435019609,0.2001162609813409,0.0,0.0,0.0449382370981141,0.0470496427381136,0.0817,0.0578048536902027,0.2508013970623415,0.1744909847434119,0.0897324420774233,0.0760168634507033,0.0,0.0,0.1187490940716045,0.0,0.0568303435545475,0.2093299876165026,0.0,0.1889589646981734,0.2448947765849174,0.0579750791297728,0.0501477226453183,0.2367780881160464,0.3262418900321122,0.0421322346535446,0.0,0.1464559449416541,0.2306261996161228,0.0,0.1450323247041897,0.0913685453153676,0.0531872857759848,0.9801531693009614,0.1838129840328903,0.8856662105449237,0.0476045564831188,0.1099516843376727,0.2286461326931962,0.8767334159546017,0.948243171179712,0.9361790432830468,0.8905731474939517,0.8336128169022315,0.9665171119924156,0.1048803726445056,0.8180627354406684,0.7860957082896887,0.6172812182355422,0.8191736378383537,0.8160522455160664,0.6072853021045488,0.001523132575998,1,0.9327701627826944,0.0127,0.3705,0.3146256343947378,0.0168,0.0194,0.4031,0.2101,0.0178,0.5058493079688826,0.013,0.3964136340094968,0.4474755091608708,0.0232,0.4104,0.021,0.4032,0.0192,0.4525,0.0184,0.0147,0.4058,0.2157,0.0163,0.0268,0.1787,0.5521,0.0121
TCGA-FU-A5XV-01,0,0.0481232041873318,0.0,0.0,0.0,0.0,0.0,0.0,0.0797634173055859,0.2109665137471522,0.0993703894742874,0.1406216207866036,0.1564959718492453,0.0,0.1363610499191181,0.4918,0.0,0.0838715850916224,0.101004160887656,0.0,0.0,0.0,0.0,0.10995252935208,0.0649299339465399,0.2697968521409565,0.2511976145473505,0.0,0.0994102711114751,0.0,0.0,0.0455644218023029,0.1782060627902595,0.1374189003211219,0.1476229645428274,0.2509155430846839,0.0847760693630852,0.1862703934740882,0.3277038517132897,0.0,0.0,0.0836495961331703,0.9225109988593776,0.2189342512031105,0.9267106202164505,0.0748694329070197,0.1825006710508656,0.3026338032930993,1.0,0.9279714996741129,0.9769655961716228,0.7685286288279416,0.7615761704713437,0.961182550174258,0.1775883972051662,0.8075569701770293,0.8904621334759265,0.5131867311392738,0.8471723019180001,0.8502957739813544,0.7068694840461645,0.3013581265469315,1,0.9241278107123608,0.1204,0.3561,0.2610396891772474,0.0201,0.0219,0.1206,0.3055,0.3594,0.396249957259964,0.0152,0.3749652026262313,0.5022575082462424,0.3822,0.022,0.0192,0.6461,0.0164,0.4042,0.0163,0.0155,0.0259,0.3373,0.0172,0.0275,0.0144,0.6458,0.4042
TCGA-JW-A5VH-01,0,0.0,0.5262910798122066,0.0805128304594914,0.4950047552194194,0.2202841942218331,0.0789336071574584,0.0,0.9312858707557502,0.1408315908830841,0.4947969117153407,0.8575709827911144,0.0860882180448806,0.0,0.0674855103683171,0.0187,0.1352042344951562,0.1324019584389901,0.0,0.0,0.0622529254934923,0.2323273416339246,0.0586459467484905,0.9459341933613568,0.0585221309957404,0.0,0.2700009776445284,0.0745014986449378,0.0,0.0,0.0,0.0966565296874864,0.7604124859733472,0.0388295432203945,0.5401850382524003,0.0,0.0,1.0,0.0503783691862936,0.2557202276101853,0.8067860074334356,0.2992565909780101,0.1661805442398566,0.3774420754055517,0.3044776314841852,0.1456100670312949,0.6804875184538989,0.3414928266333074,0.3842541256278129,0.2930171238964271,0.3179854486457933,0.096616495742965,0.8611385401024839,0.3913258288934289,0.1181029006987084,0.7605444235717991,0.1486240010547982,0.5593985562674666,0.2589617990394097,0.1338885996876626,0.0219577393075354,0.8181231621924647,1,0.6327162698283867,0.0155,0.0189,0.3771409072431697,0.0158,0.0188,0.0163,0.0166,0.0206,0.1871516545049316,0.0138,0.3493421482790717,0.4114256578563233,0.0163,0.0152,0.0171,0.0143,0.0182,0.0172,0.0171,0.0136,0.0181,0.0233,0.0143,0.0152,0.0169,0.9875,0.0166
TCGA-C5-A8XJ-01,0,0.0755659669478962,0.0597766780865372,0.0800861182768586,0.0426701689235089,0.0794473894345939,0.0447911615657415,0.0833320823262726,0.5217787513691128,0.2113930239573905,0.0,0.1715018382920876,0.1457696700311757,0.0861963214000108,0.0382948975361529,0.506,0.1108758613802057,0.1317002376281836,0.0522718446601941,0.0,0.1770005647417291,0.2175532882974509,0.4157675937840245,0.6109943470068125,0.3308599296252855,0.0,0.2940265919311738,0.0422761455211156,0.0,0.1872763386847893,0.2594354741776514,0.0408165033486687,0.1417080981906641,0.2195261812700701,0.3515144456495628,0.1784767426266544,0.3664285647764418,0.2031449936020473,0.0,0.0434469847183923,0.3085060269854006,0.1986988044806704,0.8513605996415188,0.2490040475507537,0.9136685937264708,0.2181683595838302,0.5936367601664205,0.3663432171394438,0.6471854412628009,0.7987201516857262,0.7191098143035912,0.6779854554278089,0.8394965790042596,0.8203274179118429,0.5678064789328817,0.7224006015708175,0.578747280598305,0.538764686408892,0.7550574127675818,0.5069045478207372,0.4903895112016292,0.3819995345983796,1,0.7920965657851163,0.6418,0.0172,0.6647476167189139,0.0124,0.0176,0.1378,0.1649,0.5112,0.5732518461142844,0.7344,0.4605695309502511,0.546533592554328,0.3864,0.0132,0.0123,0.0137,0.0131,0.0147,0.0145,0.013,0.015,0.0216,0.0124,0.1224,0.0139,0.5435,0.6194
TCGA-EA-A1QT-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0206716406707399,0.0,0.0527000176845696,0.0577866201622741,0.1601631291129854,0.0,0.0,0.0,0.6293,0.2377409367821832,0.0439213434763886,0.0,0.0,0.0361697377234341,0.0,0.0,0.0458943325119582,0.0,0.0,0.0412728931760411,0.0247141805912019,0.4423048570726513,0.0226041564069733,0.0,0.0,0.0,0.041500098302641,0.0513768680346782,0.0,0.0,0.1727947056941778,0.138795595612618,0.1086128505685643,0.0956201754143264,0.0648576128208191,0.9360518168486232,0.301964814991873,0.850900567642418,0.0852736768515853,0.0738827003086834,0.2112226842929753,0.6387319809536234,0.8777626355394916,0.8278613785427263,0.7566174948794256,0.6985609030727612,0.8589111885590675,0.2801079822146941,0.8722274477953911,0.8768962561987709,0.0632036398662652,0.7990076020229652,0.8455349959774738,0.4739901561439239,0.1648156374944469,1,0.8729489835009642,0.7483,0.6869,0.333066519428029,0.6913,0.0239,0.0838,0.7386,0.595,0.4799844159696262,0.2284,0.3496329070090336,0.1904200408583813,0.7868,0.4941,0.0236,0.7138,0.0215,0.6805,0.0201,0.5706,0.633,0.8049,0.7471,0.0366,0.7633,0.4095,0.3907
TCGA-MY-A5BD-01,0,0.0,0.7178530643319375,0.3928564501425606,0.1360445631991304,0.85481465803373,0.3602878956425835,0.1430876855868974,0.7237590361445783,0.4084199357113878,0.6297169618221862,0.4007631229338523,0.5590949779300552,0.658638654026817,0.4566449085100676,0.0145,0.8692399880155798,0.5533387557214168,0.8091317614424411,0.1726627176059272,0.3095441352228103,0.8013746293104371,0.5108012471543106,0.7222242353964343,0.7451571084634854,0.1871729162371007,0.2491527080753438,0.6788143654539907,0.1697682037840937,0.506418464164943,0.6485636443767779,0.0812864433065613,0.4485498284038693,0.4645209384625466,0.6514482045757296,0.4860063752746629,0.5899401175298248,0.8980926103646834,0.628039707507865,0.0865250712434635,0.8870136218170416,0.6925098554533509,0.1920237901254685,0.9355897632023455,0.3623548976344959,0.7861002590780113,0.8145467051402495,0.7658879083972906,0.3868632183158306,0.6526411684541091,0.4844582230243423,0.2237637470471949,0.6100415427493003,0.1780635340303649,0.8425788693626932,0.7708434257312473,0.4669313428900007,0.6278311516055941,0.9228187919463088,0.0661114003123373,0.2588255261371353,0.8389710393264369,1,0.757059652357979,0.0108,0.0163,0.8027003541007562,0.0234,0.0195,0.8835,0.0219,0.0172,0.6017040562590656,0.0158,0.7646035581332882,0.9122788662848532,0.0238,0.0164,0.0211,0.0135,0.0145,0.0176,0.0167,0.0112,0.0295,0.4964,0.015,0.0124,0.0218,0.9903,0.0157
